[148.9600067138672, 149.42999267578125, 147.67999267578125, 147.8699951171875, 147.2606201171875, 41000000.0]:[[151.5800018310547, 152.42999267578125, 150.63999938964844, 150.9600067138672, 150.11880493164062, 60394600.0], [151.88999938964844, 152.1999969482422, 150.05999755859375, 151.27999877929688, 150.65658569335938, 65463900.0], [151.41000366210938, 151.57000732421875, 150.16000366210938, 150.44000244140625, 149.8200225830078, 55020900.0], [150.1999969482422, 151.42999267578125, 150.05999755859375, 150.80999755859375, 150.1885223388672, 56787900.0], [150.02000427246094, 150.1300048828125, 147.85000610351562, 147.9199981689453, 147.3104248046875, 65187100.0]]
[148.42999267578125, 150.39999389648438, 147.47999572753906, 149.99000549316406, 149.3719024658203, 63804000.0]:[[151.88999938964844, 152.1999969482422, 150.05999755859375, 151.27999877929688, 150.65658569335938, 65463900.0], [151.41000366210938, 151.57000732421875, 150.16000366210938, 150.44000244140625, 149.8200225830078, 55020900.0], [150.1999969482422, 151.42999267578125, 150.05999755859375, 150.80999755859375, 150.1885223388672, 56787900.0], [150.02000427246094, 150.1300048828125, 147.85000610351562, 147.9199981689453, 147.3104248046875, 65187100.0], [148.9600067138672, 149.42999267578125, 147.67999267578125, 147.8699951171875, 147.2606201171875, 41000000.0]]
[150.3699951171875, 151.8800048828125, 149.42999267578125, 150.0, 149.38185119628906, 59222800.0]:[[151.41000366210938, 151.57000732421875, 150.16000366210938, 150.44000244140625, 149.8200225830078, 55020900.0], [150.1999969482422, 151.42999267578125, 150.05999755859375, 150.80999755859375, 150.1885223388672, 56787900.0], [150.02000427246094, 150.1300048828125, 147.85000610351562, 147.9199981689453, 147.3104248046875, 65187100.0], [148.9600067138672, 149.42999267578125, 147.67999267578125, 147.8699951171875, 147.2606201171875, 41000000.0], [148.42999267578125, 150.39999389648438, 147.47999572753906, 149.99000549316406, 149.3719024658203, 63804000.0]]
[149.94000244140625, 151.49000549316406, 149.33999633789062, 151.0, 150.3777313232422, 59256200.0]:[[150.1999969482422, 151.42999267578125, 150.05999755859375, 150.80999755859375, 150.1885223388672, 56787900.0], [150.02000427246094, 150.1300048828125, 147.85000610351562, 147.9199981689453, 147.3104248046875, 65187100.0], [148.9600067138672, 149.42999267578125, 147.67999267578125, 147.8699951171875, 147.2606201171875, 41000000.0], [148.42999267578125, 150.39999389648438, 147.47999572753906, 149.99000549316406, 149.3719024658203, 63804000.0], [150.3699951171875, 151.8800048828125, 149.42999267578125, 150.0, 149.38185119628906, 59222800.0]]
[151.0, 155.0, 150.99000549316406, 153.49000549316406, 152.8574676513672, 88807000.0]:[[150.02000427246094, 150.1300048828125, 147.85000610351562, 147.9199981689453, 147.3104248046875, 65187100.0], [148.9600067138672, 149.42999267578125, 147.67999267578125, 147.8699951171875, 147.2606201171875, 41000000.0], [148.42999267578125, 150.39999389648438, 147.47999572753906, 149.99000549316406, 149.3719024658203, 63804000.0], [150.3699951171875, 151.8800048828125, 149.42999267578125, 150.0, 149.38185119628906, 59222800.0], [149.94000244140625, 151.49000549316406, 149.33999633789062, 151.0, 150.3777313232422, 59256200.0]]
[153.7100067138672, 158.6699981689453, 153.0500030517578, 157.8699951171875, 157.21942138671875, 137827700.0]:[[148.9600067138672, 149.42999267578125, 147.67999267578125, 147.8699951171875, 147.2606201171875, 41000000.0], [148.42999267578125, 150.39999389648438, 147.47999572753906, 149.99000549316406, 149.3719024658203, 63804000.0], [150.3699951171875, 151.8800048828125, 149.42999267578125, 150.0, 149.38185119628906, 59222800.0], [149.94000244140625, 151.49000549316406, 149.33999633789062, 151.0, 150.3777313232422, 59256200.0], [151.0, 155.0, 150.99000549316406, 153.49000549316406, 152.8574676513672, 88807000.0]]
[157.64999389648438, 161.02000427246094, 156.52999877929688, 160.5500030517578, 159.88836669921875, 117305600.0]:[[148.42999267578125, 150.39999389648438, 147.47999572753906, 149.99000549316406, 149.3719024658203, 63804000.0], [150.3699951171875, 151.8800048828125, 149.42999267578125, 150.0, 149.38185119628906, 59222800.0], [149.94000244140625, 151.49000549316406, 149.33999633789062, 151.0, 150.3777313232422, 59256200.0], [151.0, 155.0, 150.99000549316406, 153.49000549316406, 152.8574676513672, 88807000.0], [153.7100067138672, 158.6699981689453, 153.0500030517578, 157.8699951171875, 157.21942138671875, 137827700.0]]
[161.67999267578125, 165.6999969482422, 161.0, 161.02000427246094, 160.3564453125, 117467900.0]:[[150.3699951171875, 151.8800048828125, 149.42999267578125, 150.0, 149.38185119628906, 59222800.0], [149.94000244140625, 151.49000549316406, 149.33999633789062, 151.0, 150.3777313232422, 59256200.0], [151.0, 155.0, 150.99000549316406, 153.49000549316406, 152.8574676513672, 88807000.0], [153.7100067138672, 158.6699981689453, 153.0500030517578, 157.8699951171875, 157.21942138671875, 137827700.0], [157.64999389648438, 161.02000427246094, 156.52999877929688, 160.5500030517578, 159.88836669921875, 117305600.0]]
[161.1199951171875, 161.8000030517578, 159.05999755859375, 161.41000366210938, 160.7448272705078, 96041900.0]:[[149.94000244140625, 151.49000549316406, 149.33999633789062, 151.0, 150.3777313232422, 59256200.0], [151.0, 155.0, 150.99000549316406, 153.49000549316406, 152.8574676513672, 88807000.0], [153.7100067138672, 158.6699981689453, 153.0500030517578, 157.8699951171875, 157.21942138671875, 137827700.0], [157.64999389648438, 161.02000427246094, 156.52999877929688, 160.5500030517578, 159.88836669921875, 117305600.0], [161.67999267578125, 165.6999969482422, 161.0, 161.02000427246094, 160.3564453125, 117467900.0]]
[160.75, 162.13999938964844, 159.63999938964844, 161.94000244140625, 161.27264404296875, 69463600.0]:[[151.0, 155.0, 150.99000549316406, 153.49000549316406, 152.8574676513672, 88807000.0], [153.7100067138672, 158.6699981689453, 153.0500030517578, 157.8699951171875, 157.21942138671875, 137827700.0], [157.64999389648438, 161.02000427246094, 156.52999877929688, 160.5500030517578, 159.88836669921875, 117305600.0], [161.67999267578125, 165.6999969482422, 161.0, 161.02000427246094, 160.3564453125, 117467900.0], [161.1199951171875, 161.8000030517578, 159.05999755859375, 161.41000366210938, 160.7448272705078, 96041900.0]]
